Search_and_address,old_search,old_addr,search,addr,city_state,full,Quantity,Publication,Month,Day,Year,Edition,lon,lat,geoAddress
6207_South_UNIVERSITY_@6207_S_UNIVERSITY_AVE@.html,6207_South_UNIVERSITY_,6207_S_UNIVERSITY_AVE,6207 South UNIVERSITY ,6207 S UNIVERSITY AVE,"Chicago, IL","6207 S UNIVERSITY AVE, Chicago, IL","1", Daily Maroon,October,"2","1959",,"-87.5976348","41.7821475","6207 s university ave, chicago, il 60637, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,January,"23","1973",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,December,"2","1983",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,January,"5","1973",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,March,"14","1975",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,March,"27","1973",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,January,"31","1984",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,March,"7","1975",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,March,"2","1973",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,May,"18","1984",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,May,"7","1982",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,October,"21","1983",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5750_S._ELLIS_@5750_S_ELLIS_AVE@.html,5750_S._ELLIS_,5750_S_ELLIS_AVE,5750 S. ELLIS ,5750 S ELLIS AVE,"Chicago, IL","5750 S ELLIS AVE, Chicago, IL","1", Daily Maroon,November,"22","1983",,"-87.601534","41.789786","5750 s ellis ave, chicago, il 60615, usa"
5458_South_EVERETT_@5458_S_EVERETT_AVE@.html,5458_South_EVERETT_,5458_S_EVERETT_AVE,5458 South EVERETT ,5458 S EVERETT AVE,"Chicago, IL","5458 S EVERETT AVE, Chicago, IL","1", Daily Maroon,March,"4","1977",,"-87.5830078","41.7964436","5458 s everett ave, chicago, il 60615, usa"
